CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
W181,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W182,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W183,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W184,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W185,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,184.4,,,
W186,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,87.7,,,
W188,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W190,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Special psychiatric consultation subject to the same conditions as A190,310.45,,,
W196,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W220,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Special genetic consultation* subject to the same conditions as A220,310.45,,,
W221,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W222,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W223,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Extended special genetic consultation* subject to the same conditions as A223,401.3,,,
W224,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W225,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation*,167.9,,,
W226,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W228,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month,34.1,,,
W231,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Neuro-Ophthalmology Consultation – subject to the same conditions as A231,148.5,,,
W232,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W234,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W235,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,164.9,,,
W236,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W237,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W239,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W252,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 1,69.35,,,
W254,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 2,20.6,,,
W255,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W257,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 3,30.7,,,
W259,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W260,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Special paediatric consultation subject to the same conditions as A260,310.45,,,
W261,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits per month (maximum 6 per patient per month),34.1,,,
W262,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W265,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,181.45,,,
W266,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,82.9,,,
W269,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,30.7,,,
W272,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W274,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W275,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W277,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W279,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W292,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W294,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W297,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W299,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W305,CONSULTATIONS AND VISITS,OBSTERICS AND GYNAECOLOGY(20),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation*,111.7,,,
W306,CONSULTATIONS AND VISITS,OBSTERICS AND GYNAECOLOGY(20),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation*,59.45,,,
W310,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,95.25,,,
W311,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W312,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W313,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W314,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home*,20.6,,,
W318,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W325,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W345,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY(24),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,83.95,,,
W346,CONSULTATIONS AND VISITS,OTOLARYNGOLOGY(24),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,48.85,,,
W355,CONSULTATIONS AND VISITS,UROLOGY(35),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation*,84.7,,,
W356,CONSULTATIONS AND VISITS,UROLOGY(35),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation*,59,,,
W375,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W385,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,87.7,,,
W395,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W400,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive community medicine consultation,240.55,,,
W402,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 1,69.35,,,
W404,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 2,20.6,,,
W405,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,84.2,,,
W407,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 3,30.7,,,
W409,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W419,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W425,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive physical medicine and rehabilitation consultation subject to the same conditions as A425,310.45,,,
W435,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W441,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Subsequent visits,Chronic care or convalescent hospital - additional subsequent visits (maximum of 6 per patient per month) ,34.1,,,
W442,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Subsequent visits,Chronic care or convalescent hospital - first 4 subsequent visits per patient per month ,34.1,,,
W443,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Subsequent visits,Nursing  home  or  home  for  the  age - first 2 subsequent visits per patient per month ,34.1,,,
W444,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W445,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Not applicable,Consultation,166.5,,,
W446,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Not applicable,Repeat consultation,105.25,,,
W448,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Subsequent visits,Nursing  home  or  home  for  the  age - subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W460,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive infectious disease consultation subject to the same conditions as A460,310.45,,,
W461,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W462,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W463,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W464,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W465,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,181.65,,,
W466,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,109.4,,,
W468,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W510,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Complex neuromuscular assessment subject to the same conditions as A510,93.7,,,
W511,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Complex physiatry assessment subject to the same conditions as A511,102.55,,,
W512,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W514,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W515,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,208.75,,,
W516,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,95.25,,,
W517,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W535,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,82.2,,,
W536,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,45.85,,,
W562,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W564,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W565,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,91.35,,,
W567,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W645,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,98.55,,,
W646,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,60,,,
W662,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Extended special paediatric consultation subject to the same conditions as A662,401.3,,,
W667,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Neurodevelopmental consultation subject to same conditions as A667,401.3,,,
W682,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Extended special neurology consultation subject to the same conditions as A682,401.3,,,
W695,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Neurodevelopmental consultation subject to same conditions as A695,414.35,,,
W760,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Complex endocrine neoplastic disease assessment ,90.75,,,
W765,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",167,,,
W765,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",167,,,
W765,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Not applicable,"Consultation, patient 16 years of age and under",167,,,
W765,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",167,,,
W765,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under  ",167,,,
W770,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Extended comprehensive geriatric consultation subject to the same conditions as A770,401.3,,,
W771,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Certification of death ,20.6,,,
W775,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive geriatric consultation subject to the same conditions as A775,310.45,,,
W777,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Intermediate assessment - Pronouncement of death ,37.95,,,
W795,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Geriatric psychiatric consultation subject to same conditions as A795,310.45,,,
W842,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Admission assessment,Type 1,69.35,,,
W844,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Admission assessment,Type 2,20.6,,,
W845,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Not applicable,Limited consultation,105.25,,,
W847,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Admission assessment,Type 3,30.7,,,
W849,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Admission assessment,Periodic health visit,65.05,,,
W862,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 1,69.35,,,
W864,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 2,20.6,,,
W865,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
W867,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Type 3,30.7,,,
W869,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,65.05,,,
W872,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Nursing  home  or  home  for  the  age - palliative care ,34.1,,,
