Billing Code,Category,Sub Category,Sub Category 2,Description,Provider Fee,Assistant Fee,Specialist Fee,Anaesthetist fee,Non- Anaesthetist fee,,,,,,,,,,,,,,,,
Z130,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z131,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z132,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z135,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z137,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z138,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z139,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z140,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z141,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z142,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z143,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z145,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z146,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z147,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z148,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z149,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z150,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z151,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z152,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z154,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z155,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z156,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z157,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z158,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z159,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z160,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z161,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z162,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z163,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z164,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z165,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z172,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z173,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z174,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z175,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z176,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z177,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z179,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z180,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z181,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z182,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
Z187,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z190,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z191,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z192,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z196,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z197,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,,,,,,,,,,,,,,,,,,,,
Z198,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z199,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z200,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z201,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z202,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z203,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z204,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z205,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z206,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z207,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z208,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z209,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z210,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z211,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z212,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z213,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z216,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z217,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,,,,,,,,,,,,,,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z220,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z221,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z223,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z224,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z225,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,,,,,,,,,,,,,,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z227,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z229,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z230,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z231,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z232,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z233,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z234,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z235,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z237,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z238,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z239,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z240,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,,,,,,,,,,,,,,,,,,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,,,,,,,,,,,,,,,,,,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z243,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
Z245,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z247,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z248,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z249,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
Z250,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z251,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
Z251,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,,,,,,,,,,,,,,,,,,,,
Z252,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z253,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z254,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z255,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z256,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z257,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z258,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z259,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z260,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z261,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z262,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z263,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z264,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z265,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z266,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z267,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z268,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z269,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z270,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z271,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
Z273,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z279,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z280,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z281,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
Z291,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
Z292,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z292,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
Z293,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z296,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z297,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z298,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z299,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z301,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z302,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z303,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z304,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z305,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z306,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z308,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z309,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z310,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z311,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z312,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z313,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z314,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z315,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z316,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z317,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
Z318,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,,,,,,,,,,,,,,,,,,,,
Z319,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,,,,,,,,,,,,,,,,,,,,
Z320,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z322,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z323,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z324,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z325,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
Z326,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
Z327,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
Z328,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
Z329,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
Z330,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
Z331,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z333,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
Z334,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z335,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z336,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z337,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z338,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z339,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z340,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z341,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
Z342,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
Z343,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z344,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
