CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
Z082,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,45,,,
Z083,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,60,,,
Z084,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,60,,,
Z085,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,90,,,
Z094,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,75.45,,,
Z095,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,37.7,,,
Z096,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,80,,,
Z097,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,160,,,
Z100,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
Z101,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,25.75,,,
Z102,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,44.35,,,
Z103,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,44.35,,,
Z104,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,20.1,,,
Z105,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,66,,,
Z106,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,44.35,,,
Z107,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,108,,,
Z108,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,72,,,
Z110,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,17.45,,,
Z111,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,15.35,,,
Z112,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,50.9,,,
Z113,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,29.6,,,
Z114,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,25.25,,,
Z115,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,88.8,,,
Z116,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,29.6,,,
Z117,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,11.65,,,
Z118,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,28.25,,,
Z119,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,29,,,
Z122,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,38.5,,,
Z123,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,67.8,,,
Z124,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,78,,,
Z125,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,32,,,
Z126,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,45,,,
Z127,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,60,,,
Z128,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,33.1,,,
Z129,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,35.7,,,
Z130,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,62.75,,,
Z131,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,82.65,,,
Z132,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,304.1,,,
Z135,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,195.95,,,
Z137,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,23.05,,,
Z138,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,195.85,,,
Z139,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,37.2,,,
Z140,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,33,,,
Z141,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,37.2,,,
Z142,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,150,,,
Z143,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,132.75,,,
Z145,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,65.35,,,
Z146,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,98.55,,,
Z147,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,162.55,,,
Z148,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
Z149,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,50,,,
Z150,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,65.55,,,
Z151,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,98.55,,,
Z152,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
Z154,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,35.9,,,
Z155,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
Z156,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,20,,,
Z157,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,26.5,,,
Z158,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,44.25,,,
Z159,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,10.55,,,
Z160,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,15.85,,,
Z161,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,26.2,,,
Z162,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,20,,,
Z163,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,26.5,,,
Z164,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,44.25,,,
Z165,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,
Z172,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,66.6,,,
Z173,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,30.35,,,
Z174,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,40.8,,,
Z175,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,35.9,,,
Z176,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,20,,,
Z177,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,71.3,,,
Z179,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,50.4,,,
Z180,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,106.25,,,
Z181,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,53.1,,,
Z182,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,255.05,,,
Z187,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,92.3,,,
Z188,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,92.3,,,
Z189,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,92.3,,,
Z190,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,101.45,,,
Z191,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,77.3,,,
Z192,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,154.95,,,
Z196,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,377.65,,,
Z197,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,49.2,,,
Z198,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,10.25,,,
Z199,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,14.9,,,
Z200,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,14.9,,,
Z201,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,10.25,,,
Z202,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,14.9,,,
Z203,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,24.1,,,
Z204,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,10.25,,,
Z205,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,97.35,,,
Z206,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,57.5,,,
Z207,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,97.35,,,
Z208,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,97.35,,,
Z209,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,121.6,,,
Z210,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,33.35,,,
Z211,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,28.8,,,
Z213,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,24.1,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,144.8,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,144.8,,,
Z214,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z216,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,10.25,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,31.2,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,31.2,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,31.2,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,31.2,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,31.2,,,
Z219,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,31.2,,,
Z220,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z221,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,134.1,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,134.1,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,134.1,,,
Z222,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,134.1,,,
Z223,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z224,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,39,,,
Z225,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,72.35,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,97.35,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,97.35,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,97.35,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,97.35,,,
Z226,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,97.35,,,
Z227,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,101.65,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,97.35,,,
Z228,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,97.35,,,
Z229,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,49.2,,,
Z230,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,89.7,,,
Z231,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,73.7,,,
Z234,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,281.25,,,
Z235,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,19.45,,,
Z237,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,49.2,,,
Z238,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,72.35,,,
Z239,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,133,,,
Z240,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,204.8,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,193,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,193,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,193,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,193,,,
Z242,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,193,,,
Z243,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,97.35,,,
Z245,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,152.85,,,
Z247,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
Z248,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,72.35,,,
Z249,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,99.15,,,
Z250,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,193,,,
Z251,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,49.2,,,
Z251,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,49.2,,,
Z253,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,394.8,,,
Z254,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,507.45,,,
Z255,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,394.8,,,
Z256,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,507.45,,,
Z257,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,337.85,,,
Z258,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,450.5,,,
Z259,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,450.5,,,
Z260,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,563.1,,,
Z261,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,450.5,,,
Z262,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,563.1,,,
Z263,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,102.35,,,
Z264,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,154,,,
Z265,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,230.65,,,
Z266,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,204.8,,,
Z267,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,184.6,,,
Z268,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,230.65,,,
Z269,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,154,,,
Z270,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,189.45,,,
Z271,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,184.6,,,
Z273,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,63.35,,,
Z279,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,193,,,
Z280,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,72.35,,,
Z281,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,145.7,,,
Z292,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,61.3,,,
Z293,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,61.3,,,
Z296,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,20.1,,,
Z297,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,18.3,,,
Z298,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,41.25,,,
Z299,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,8.55,,,
Z301,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,55.6,,,
Z302,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,55.6,,,
Z303,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,240.2,,,
Z304,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,21,,,
Z305,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,55.6,,,
Z306,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,55.6,,,
Z308,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,55.6,,,
Z309,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,18.3,,,
Z310,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,50.9,,,
Z311,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,10.55,,,
Z312,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,50.9,,,
Z313,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,123.7,,,
Z314,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,11.5,,,
Z315,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,15.35,,,
Z316,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,35.5,,,
Z317,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,112.05,,,
Z318,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,133.3,,,
Z319,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,43.15,,,
Z320,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,25.85,,,
Z322,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,106.45,,,
Z323,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,226.35,,,
Z324,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,44.7,,,
Z325,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,474.65,,,
Z326,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,12.5,,,
Z327,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,124.9,,,
Z328,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,475.8,,,
Z329,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,380,,,
Z330,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,490,,,
Z331,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,37.35,,,
Z332,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,68.1,,,
Z333,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,317.2,,,
Z334,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,304.6,,,
Z335,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,242.35,,,
Z336,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,59.15,,,
Z337,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,133.1,,,
Z338,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,202.8,,,
Z339,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,182.9,,,
Z340,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,158.7,,,
Z341,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,76.8,,,
Z342,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,112.55,,,
Z343,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,202.35,,,
Z344,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,45.95,,,
Z345,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,18.6,,,
Z346,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,22.35,,,
Z347,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,300,,,
Z348,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,605.85,,,
Z349,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,23.25,,,
Z350,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,123.7,,,
Z351,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,122.4,,,
Z352,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,50,,,
Z353,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,110.9,,,
Z354,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,142.2,,,
Z355,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,321.45,,,
Z356,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,133.95,,,
Z357,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,228.25,,,
Z358,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,111.2,,,
Z359,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,56.65,,,
Z360,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,474.65,,,
Z361,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,200,,,
